order_date,region,category,quantity,sales,profit
2023-07-10,East,Furniture,1,100.09,-8.87
2023-07-11,East,Furniture,8,109.78,23.74
2023-07-11,East,Furniture,4,173.88,4.26
2023-07-11,South,Furniture,7,142.9,11.9
2023-07-11,Central,Technology,6,205.78,-4.61
2023-07-11,West,Office Supplies,9,243.19,80.13
2023-07-13,Central,Technology,8,347.2,50.78
2023-07-13,West,Furniture,6,465.48,56.35
2023-07-13,East,Furniture,2,51.09,-0.01
2023-07-13,East,Furniture,3,316.61,41.14
2023-07-14,Central,Technology,7,79.65,19.8
2023-07-14,South,Technology,1,58.63,8.67
2023-07-14,East,Office Supplies,8,570.56,159.88
2023-07-14,East,Technology,7,237.79,75.12
2023-07-15,West,Furniture,6,23.74,-2.01
2023-07-15,West,Office Supplies,9,720.63,19.86
2023-07-15,Central,Technology,7,114.94,13.5
2023-07-15,Central,Technology,1,543.9,-52.48
2023-07-17,West,Furniture,6,67.87,7.4
2023-07-17,South,Furniture,6,188.96,28.85
2023-07-17,South,Office Supplies,7,283.34,73.0
2023-07-18,West,Technology,2,135.45,22.57
2023-07-19,South,Office Supplies,5,77.97,4.08
2023-07-20,West,Technology,5,145.07,11.23
2023-07-20,South,Furniture,9,353.08,31.09
2023-07-20,Central,Office Supplies,2,228.43,-6.77
2023-07-20,Central,Furniture,4,58.08,9.4
2023-07-20,West,Office Supplies,1,94.07,-7.31
2023-07-21,Central,Furniture,8,381.53,33.06
2023-07-21,Central,Office Supplies,3,53.94,-1.49
2023-07-22,Central,Furniture,3,125.86,16.4
2023-07-22,East,Office Supplies,6,183.05,-0.81
2023-07-23,West,Office Supplies,5,83.71,3.22
2023-07-23,South,Office Supplies,3,198.48,63.94
2023-07-24,South,Office Supplies,8,220.78,-16.91
2023-07-25,Central,Furniture,7,114.65,12.29
2023-07-25,West,Office Supplies,6,388.01,-17.45
2023-07-25,East,Technology,1,212.52,13.07
2023-07-26,Central,Office Supplies,4,316.14,-17.32
2023-07-26,East,Technology,7,105.58,10.53
2023-07-26,East,Office Supplies,5,105.75,2.09
2023-07-27,East,Technology,7,327.46,76.98
2023-07-27,West,Furniture,5,116.62,28.92
2023-07-27,West,Office Supplies,9,240.08,10.15
2023-07-28,South,Office Supplies,7,194.16,-6.59
2023-07-29,East,Furniture,1,213.97,-1.51
2023-07-29,West,Office Supplies,7,97.13,29.61
2023-07-29,West,Furniture,3,97.96,20.5
2023-07-31,East,Furniture,7,95.51,14.95
2023-08-01,Central,Furniture,6,36.18,9.75
2023-08-02,West,Office Supplies,7,289.55,78.74
2023-08-02,West,Furniture,3,48.87,0.66
2023-08-03,South,Technology,5,534.44,126.09
2023-08-03,West,Office Supplies,2,288.26,27.56
2023-08-03,West,Technology,3,329.26,32.61
2023-08-04,East,Furniture,3,540.28,43.77
2023-08-04,East,Technology,2,64.23,8.89
2023-08-04,West,Office Supplies,1,127.06,14.53
2023-08-04,East,Office Supplies,2,149.18,14.15
2023-08-04,West,Office Supplies,3,106.68,-0.88
2023-08-04,Central,Technology,7,547.34,177.52
2023-08-05,East,Furniture,7,69.24,-1.42
2023-08-05,East,Office Supplies,7,178.06,25.26
2023-08-05,Central,Technology,2,38.04,-2.34
2023-08-05,Central,Furniture,1,204.68,12.53
2023-08-05,East,Furniture,6,418.82,7.07
2023-08-05,East,Office Supplies,6,531.81,107.81
2023-08-06,Central,Office Supplies,2,445.45,114.43
2023-08-06,Central,Furniture,9,127.21,27.66
2023-08-06,South,Office Supplies,4,555.9,-47.54
2023-08-06,Central,Technology,2,321.12,9.65
2023-08-08,East,Furniture,5,300.63,37.05
2023-08-08,South,Office Supplies,4,343.82,95.2
2023-08-08,West,Office Supplies,4,351.79,100.83
2023-08-08,Central,Furniture,6,284.71,65.14
2023-08-10,Central,Furniture,1,283.96,-1.86
2023-08-10,South,Furniture,4,125.24,24.76
2023-08-11,South,Furniture,2,314.69,57.43
2023-08-11,Central,Office Supplies,7,79.2,-7.48
2023-08-11,South,Office Supplies,8,226.57,66.69
2023-08-11,East,Office Supplies,7,287.73,-27.81
2023-08-11,West,Office Supplies,3,269.48,92.67
2023-08-11,East,Office Supplies,9,170.36,4.75
2023-08-11,East,Furniture,3,98.0,31.46
2023-08-12,West,Technology,5,297.19,10.45
2023-08-12,West,Technology,9,135.9,34.42
2023-08-12,Central,Technology,2,124.24,5.03
2023-08-12,West,Furniture,2,52.99,0.45
2023-08-13,Central,Furniture,1,141.52,6.8
2023-08-13,East,Furniture,4,349.99,-14.94
2023-08-13,Central,Office Supplies,7,245.41,44.43
2023-08-13,West,Office Supplies,3,184.0,56.35
2023-08-13,East,Office Supplies,9,363.48,60.61
2023-08-13,Central,Office Supplies,8,133.24,27.37
2023-08-14,Central,Office Supplies,4,55.52,15.32
2023-08-14,East,Technology,9,237.88,38.7
2023-08-14,East,Technology,2,243.24,15.53
2023-08-14,West,Furniture,5,185.64,54.38
2023-08-14,East,Technology,9,238.18,36.79
2023-08-15,East,Office Supplies,5,154.77,5.84
2023-08-15,Central,Office Supplies,3,496.56,66.08
2023-08-15,South,Office Supplies,6,54.91,15.96
2023-08-15,South,Office Supplies,8,48.36,-2.13
2023-08-16,South,Office Supplies,3,115.25,3.64
2023-08-16,South,Office Supplies,9,45.37,6.59
2023-08-17,West,Office Supplies,2,502.27,116.62
2023-08-17,East,Technology,2,246.85,1.21
2023-08-17,West,Office Supplies,3,536.72,37.08
2023-08-17,West,Technology,9,418.23,135.21
2023-08-17,Central,Office Supplies,9,242.02,-8.4
2023-08-17,East,Furniture,5,198.23,44.22
2023-08-17,West,Office Supplies,8,76.25,19.91
2023-08-18,West,Office Supplies,4,190.45,49.8
2023-08-18,South,Technology,1,779.24,-72.45
2023-08-19,East,Office Supplies,5,88.47,17.57
2023-08-19,Central,Furniture,1,73.66,3.48
2023-08-19,East,Office Supplies,2,87.25,7.98
2023-08-19,East,Furniture,9,299.45,-18.5
2023-08-19,Central,Furniture,1,217.83,-14.29
2023-08-19,East,Furniture,1,167.9,-3.69
2023-08-21,East,Furniture,5,289.65,20.57
2023-08-21,West,Furniture,2,353.51,26.21
2023-08-21,West,Furniture,1,261.56,25.35
2023-08-21,Central,Office Supplies,3,49.39,8.07
2023-08-21,South,Furniture,8,189.75,2.42
2023-08-21,Central,Office Supplies,2,282.41,-24.45
2023-08-21,East,Technology,3,453.81,11.68
2023-08-21,East,Technology,5,332.95,23.15
2023-08-22,East,Office Supplies,6,94.1,20.46
2023-08-23,East,Furniture,5,486.11,136.84
2023-08-23,Central,Office Supplies,6,297.39,44.72
2023-08-24,West,Office Supplies,8,711.12,120.52
2023-08-24,East,Technology,1,50.99,5.42
2023-08-24,East,Office Supplies,6,22.32,-0.63
2023-08-25,Central,Technology,2,205.36,18.71
2023-08-25,East,Furniture,4,67.54,4.24
2023-08-25,Central,Technology,7,68.3,13.02
2023-08-27,Central,Technology,9,273.51,25.99
2023-08-27,East,Technology,1,289.34,9.32
2023-08-27,Central,Technology,9,607.54,205.71
2023-08-27,West,Office Supplies,4,185.8,12.67
2023-08-29,West,Technology,5,139.89,13.15
2023-08-30,West,Furniture,8,25.16,2.21
2023-08-30,East,Office Supplies,7,144.58,27.08
2023-08-30,South,Technology,2,355.34,89.95
2023-08-30,East,Office Supplies,8,252.61,-22.77
2023-08-30,East,Office Supplies,1,422.48,139.97
2023-08-31,South,Office Supplies,4,266.25,68.15
2023-08-31,West,Office Supplies,6,145.37,33.39
2023-08-31,East,Technology,8,134.98,11.51
2023-08-31,South,Furniture,1,393.17,55.21
2023-09-01,South,Office Supplies,8,334.73,-23.64
2023-09-01,East,Office Supplies,5,212.35,-18.06
2023-09-01,East,Office Supplies,6,279.19,11.85
2023-09-02,West,Office Supplies,1,197.32,46.64
2023-09-03,Central,Office Supplies,3,227.98,4.36
2023-09-03,Central,Office Supplies,9,182.46,27.61
2023-09-04,Central,Office Supplies,6,191.51,13.57
2023-09-04,East,Office Supplies,4,153.26,-14.13
2023-09-06,West,Furniture,2,142.64,-6.04
2023-09-06,East,Office Supplies,7,313.93,-25.74
2023-09-07,East,Office Supplies,6,240.08,46.16
2023-09-07,West,Technology,6,312.06,101.88
2023-09-07,Central,Office Supplies,7,22.61,1.8
2023-09-08,West,Furniture,3,167.0,49.62
2023-09-08,West,Technology,6,99.9,-9.59
2023-09-08,Central,Furniture,4,512.14,30.5
2023-09-08,West,Furniture,2,54.24,7.4
2023-09-08,West,Office Supplies,3,114.3,-0.53
2023-09-08,West,Furniture,1,591.51,-3.1
2023-09-09,West,Technology,7,240.82,-11.64
2023-09-09,East,Technology,7,198.75,66.89
2023-09-10,Central,Furniture,5,107.76,23.53
2023-09-10,West,Technology,7,287.05,9.56
2023-09-10,East,Furniture,9,357.47,32.52
2023-09-10,East,Office Supplies,2,152.56,-7.01
2023-09-10,Central,Furniture,9,293.6,4.53
2023-09-10,West,Furniture,2,43.36,0.55
2023-09-11,West,Furniture,1,59.79,3.01
2023-09-11,East,Office Supplies,5,221.46,-19.26
2023-09-11,Central,Furniture,4,370.36,94.81
2023-09-11,South,Furniture,8,88.2,27.24
2023-09-11,West,Office Supplies,8,109.74,-10.13
2023-09-13,Central,Office Supplies,5,105.55,16.31
2023-09-13,East,Furniture,4,218.91,8.29
2023-09-13,Central,Office Supplies,5,130.37,43.6
2023-09-14,East,Office Supplies,7,78.18,-5.97
2023-09-14,East,Furniture,3,453.51,-1.33
2023-09-14,West,Office Supplies,3,597.91,90.85
2023-09-15,East,Furniture,5,315.66,59.55
2023-09-15,East,Office Supplies,2,69.92,3.14
2023-09-16,Central,Furniture,3,237.54,45.95
2023-09-16,West,Furniture,9,100.21,6.94
2023-09-16,West,Office Supplies,9,255.35,64.43
2023-09-16,Central,Furniture,9,72.25,19.47
2023-09-18,West,Office Supplies,1,98.15,6.75
2023-09-18,West,Technology,1,413.6,86.48
2023-09-18,West,Technology,2,215.03,-0.84
2023-09-18,South,Office Supplies,6,486.98,13.13
2023-09-18,East,Technology,7,155.39,21.67
2023-09-19,Central,Furniture,2,467.81,71.16
2023-09-20,East,Office Supplies,6,454.96,131.05
2023-09-21,West,Office Supplies,3,243.01,17.44
2023-09-21,West,Office Supplies,8,253.07,44.93
2023-09-21,South,Office Supplies,7,321.22,88.49
2023-09-21,West,Office Supplies,5,96.1,2.01
2023-09-22,West,Office Supplies,4,125.56,-12.35
2023-09-23,Central,Office Supplies,8,158.28,15.32
2023-09-24,South,Technology,1,74.26,17.09
2023-09-25,Central,Office Supplies,1,238.63,65.36
2023-09-25,Central,Office Supplies,7,255.76,-0.63
2023-09-25,West,Office Supplies,2,66.9,-0.48
2023-09-25,Central,Technology,4,199.75,36.89
2023-09-25,Central,Furniture,8,11.25,0.83
2023-09-25,West,Technology,1,379.44,82.16
2023-09-26,East,Office Supplies,9,143.96,47.58
2023-09-27,South,Office Supplies,9,491.03,99.03
2023-09-27,Central,Office Supplies,6,47.97,13.69
2023-09-27,Central,Office Supplies,8,103.87,-5.37
2023-09-27,East,Technology,5,253.61,-2.68
2023-09-28,Central,Office Supplies,7,276.65,76.8
2023-09-28,East,Office Supplies,9,280.49,45.68
2023-09-28,West,Technology,6,159.22,-2.52
2023-09-28,Central,Furniture,3,958.58,215.53
2023-09-29,Central,Furniture,3,308.6,106.03
2023-09-29,South,Furniture,4,38.21,0.09
2023-09-30,Central,Furniture,1,67.87,19.18
2023-09-30,West,Technology,1,878.32,-0.37
2023-09-30,East,Office Supplies,3,402.09,123.65
2023-09-30,East,Furniture,3,248.46,36.81
2023-10-01,East,Technology,3,240.88,-11.85
2023-10-01,East,Technology,7,253.08,4.57
2023-10-01,East,Office Supplies,2,238.48,-14.9
2023-10-01,Central,Furniture,4,168.29,36.18
2023-10-02,West,Office Supplies,9,462.7,34.54
2023-10-03,West,Furniture,3,173.33,5.83
2023-10-03,West,Office Supplies,3,396.57,110.68
2023-10-04,Central,Office Supplies,8,223.36,34.39
2023-10-04,East,Technology,7,31.99,5.66
2023-10-04,East,Technology,7,276.45,-9.22
2023-10-04,East,Furniture,7,131.87,10.73
2023-10-04,East,Furniture,4,92.53,2.27
2023-10-05,West,Office Supplies,6,366.25,115.81
2023-10-05,Central,Furniture,1,184.82,54.01
2023-10-06,Central,Technology,3,463.05,-27.23
2023-10-07,Central,Office Supplies,9,410.38,-32.62
2023-10-07,South,Office Supplies,9,87.58,17.81
2023-10-07,South,Office Supplies,6,116.49,15.53
2023-10-08,South,Furniture,7,313.95,88.67
2023-10-08,West,Furniture,6,344.69,-7.98
2023-10-09,South,Office Supplies,9,147.82,13.96
2023-10-09,South,Furniture,7,78.1,15.73
2023-10-09,Central,Office Supplies,1,56.37,4.07
2023-10-10,West,Technology,2,302.57,77.52
2023-10-10,South,Technology,8,244.0,-10.64
2023-10-10,East,Office Supplies,6,313.77,79.13
2023-10-11,East,Technology,1,288.12,91.7
2023-10-11,West,Office Supplies,3,317.29,3.47
2023-10-12,Central,Office Supplies,3,424.08,-11.57
2023-10-12,Central,Technology,2,295.67,63.83
2023-10-12,West,Technology,7,49.54,13.9
2023-10-12,East,Office Supplies,1,233.0,78.99
2023-10-12,West,Technology,4,143.78,36.71
2023-10-12,Central,Office Supplies,4,109.05,32.5
2023-10-12,South,Office Supplies,3,163.39,7.02
2023-10-13,Central,Office Supplies,7,224.63,25.61
2023-10-14,South,Technology,5,641.4,-34.65
2023-10-14,East,Office Supplies,2,418.39,126.44
2023-10-15,South,Office Supplies,6,90.06,2.01
2023-10-15,East,Technology,3,290.82,57.11
2023-10-15,West,Technology,5,475.52,44.77
2023-10-15,South,Furniture,8,216.98,13.8
2023-10-16,West,Office Supplies,4,262.51,52.83
2023-10-16,East,Furniture,1,61.96,1.09
2023-10-16,South,Technology,6,223.99,14.43
2023-10-16,East,Technology,8,69.65,8.3
2023-10-16,East,Office Supplies,2,296.63,10.2
2023-10-16,East,Furniture,7,165.36,-5.62
2023-10-16,Central,Office Supplies,5,333.06,69.5
2023-10-18,East,Technology,1,114.04,-4.9
2023-10-19,West,Office Supplies,1,398.1,-37.69
2023-10-19,Central,Furniture,4,96.34,21.83
2023-10-20,West,Office Supplies,5,563.58,-23.21
2023-10-20,East,Office Supplies,7,588.07,121.01
2023-10-20,Central,Technology,7,514.33,154.5
2023-10-21,South,Office Supplies,7,284.16,-24.35
2023-10-22,East,Furniture,1,78.44,17.92
2023-10-22,South,Office Supplies,9,31.27,-2.4
2023-10-22,West,Office Supplies,1,32.47,5.98
2023-10-23,Central,Furniture,9,160.48,-0.18
2023-10-23,West,Furniture,9,308.63,56.19
2023-10-23,West,Office Supplies,8,69.2,5.53
2023-10-23,West,Furniture,9,195.52,-6.02
2023-10-23,West,Technology,2,202.11,28.33
2023-10-23,South,Office Supplies,8,142.31,22.08
2023-10-24,East,Technology,8,188.42,19.52
2023-10-25,West,Furniture,7,228.33,73.58
2023-10-25,East,Technology,3,686.45,31.65
2023-10-27,Central,Furniture,4,236.32,2.34
2023-10-28,Central,Furniture,2,31.33,2.35
2023-10-28,West,Office Supplies,4,176.05,-13.47
2023-10-28,West,Technology,9,251.26,8.6
2023-10-28,East,Technology,7,1098.73,-67.43
2023-10-28,West,Office Supplies,6,104.29,11.95
2023-10-29,East,Furniture,6,253.32,48.8
2023-10-29,Central,Technology,4,385.13,104.14
2023-10-29,Central,Technology,9,267.5,72.44
2023-10-29,West,Office Supplies,6,35.68,-2.53
2023-10-30,Central,Furniture,9,404.22,-8.74
2023-10-30,West,Office Supplies,8,240.77,6.71
2023-10-30,West,Office Supplies,6,27.97,3.89
2023-10-30,Central,Office Supplies,1,71.78,21.89
2023-10-31,South,Office Supplies,6,280.63,-13.08
2023-11-01,East,Furniture,6,137.65,-7.88
2023-11-01,West,Office Supplies,9,309.98,-13.52
2023-11-01,West,Technology,2,821.37,-52.53
2023-11-01,East,Technology,9,461.21,23.94
2023-11-01,East,Office Supplies,7,667.99,-32.97
2023-11-02,West,Furniture,6,34.49,7.74
2023-11-02,East,Technology,9,330.28,14.6
2023-11-02,West,Technology,7,74.33,-3.2
2023-11-02,East,Technology,8,94.25,-3.38
2023-11-03,East,Furniture,6,317.51,110.38
2023-11-04,West,Office Supplies,1,175.13,-9.9
2023-11-05,East,Technology,8,36.31,6.71
2023-11-05,West,Office Supplies,3,85.34,24.61
2023-11-05,East,Office Supplies,1,418.85,26.91
2023-11-05,East,Technology,6,197.62,15.45
2023-11-06,South,Furniture,3,633.21,128.66
2023-11-06,Central,Office Supplies,9,137.21,0.53
2023-11-06,Central,Furniture,9,66.4,21.13
2023-11-07,East,Furniture,3,127.64,5.22
2023-11-08,East,Office Supplies,5,21.43,1.61
2023-11-08,East,Furniture,5,468.84,45.23
2023-11-08,Central,Furniture,6,50.82,1.91
2023-11-09,Central,Office Supplies,2,154.21,13.57
2023-11-09,South,Office Supplies,2,91.1,24.48
2023-11-09,East,Furniture,5,109.59,-8.37
2023-11-10,West,Furniture,8,360.95,125.98
2023-11-10,South,Technology,4,253.99,61.73
2023-11-10,Central,Office Supplies,6,211.99,38.56
2023-11-11,West,Furniture,9,627.23,39.83
2023-11-12,East,Office Supplies,9,32.09,-0.24
2023-11-12,West,Furniture,4,203.67,10.16
2023-11-12,West,Technology,4,79.09,-3.68
2023-11-13,East,Technology,3,718.92,89.63
2023-11-14,West,Office Supplies,2,496.31,79.3
2023-11-14,West,Office Supplies,2,122.34,3.46
2023-11-14,South,Technology,7,335.09,95.09
2023-11-14,East,Technology,6,38.83,-0.73
2023-11-14,West,Office Supplies,5,50.47,11.45
2023-11-14,East,Technology,6,283.36,2.53
2023-11-14,West,Technology,9,110.91,36.81
2023-11-14,Central,Technology,6,76.85,23.78
2023-11-14,West,Technology,8,155.18,31.89
2023-11-15,South,Technology,6,92.4,-5.07
2023-11-15,Central,Office Supplies,7,121.7,41.73
2023-11-16,West,Office Supplies,2,301.34,60.36
2023-11-16,West,Technology,1,165.83,19.12
2023-11-16,West,Office Supplies,5,96.76,12.41
2023-11-16,West,Office Supplies,9,175.09,54.1
2023-11-17,East,Technology,9,350.67,-19.24
2023-11-17,West,Furniture,8,36.15,6.15
2023-11-18,East,Office Supplies,6,231.51,-21.24
2023-11-19,West,Technology,8,282.67,20.57
2023-11-19,West,Furniture,2,106.76,30.26
2023-11-19,Central,Office Supplies,1,599.33,49.17
2023-11-19,West,Office Supplies,3,138.36,46.53
2023-11-20,Central,Technology,2,52.86,10.07
2023-11-20,Central,Office Supplies,3,353.96,97.17
2023-11-20,West,Technology,6,194.82,33.41
2023-11-20,West,Furniture,9,243.6,64.97
2023-11-21,East,Technology,7,66.53,20.11
2023-11-22,Central,Office Supplies,8,326.01,102.44
2023-11-22,South,Furniture,7,431.26,147.56
2023-11-22,West,Office Supplies,8,37.12,4.19
2023-11-23,West,Technology,3,268.51,41.25
2023-11-23,Central,Technology,8,186.0,28.25
2023-11-24,South,Office Supplies,2,76.41,-2.35
2023-11-24,West,Technology,1,217.23,65.82
2023-11-25,Central,Office Supplies,8,76.36,-4.95
2023-11-25,South,Furniture,4,4.18,1.22
2023-11-26,East,Furniture,7,186.45,6.27
2023-11-26,South,Office Supplies,2,367.12,110.42
2023-11-26,East,Office Supplies,4,523.8,20.97
2023-11-26,West,Technology,2,582.22,16.27
2023-11-26,West,Office Supplies,8,251.8,29.06
2023-11-27,West,Office Supplies,1,135.05,-9.21
2023-11-27,Central,Furniture,5,113.81,10.46
2023-11-28,West,Office Supplies,6,508.54,173.23
2023-11-28,West,Furniture,9,103.28,25.48
2023-11-30,Central,Office Supplies,3,230.5,14.72
2023-11-30,West,Furniture,1,30.81,4.17
2023-11-30,South,Technology,1,205.08,-17.13
2023-12-01,West,Technology,6,342.14,-28.92
2023-12-01,East,Office Supplies,3,169.45,26.15
2023-12-01,Central,Furniture,8,214.62,-0.3
2023-12-01,East,Furniture,2,53.16,5.31
2023-12-01,West,Office Supplies,3,300.04,-19.36
2023-12-02,East,Technology,3,189.1,-18.21
2023-12-02,Central,Office Supplies,5,1018.49,24.62
2023-12-03,East,Office Supplies,1,320.18,0.78
2023-12-04,East,Office Supplies,1,200.52,19.7
2023-12-04,West,Furniture,3,732.01,152.85
2023-12-04,West,Furniture,4,204.4,37.66
2023-12-04,South,Office Supplies,8,138.96,-1.46
2023-12-05,West,Office Supplies,7,36.09,9.81
2023-12-05,South,Furniture,8,111.63,21.32
2023-12-06,West,Office Supplies,2,187.44,27.59
2023-12-06,West,Office Supplies,5,28.93,6.0
2023-12-06,East,Furniture,9,293.93,55.86
2023-12-07,West,Office Supplies,9,338.9,101.65
2023-12-08,East,Office Supplies,1,132.08,39.02
2023-12-08,West,Office Supplies,1,127.95,12.19
2023-12-08,Central,Furniture,8,219.23,-18.36
2023-12-08,East,Office Supplies,9,579.4,186.1
2023-12-08,East,Technology,5,387.75,99.26
2023-12-10,East,Technology,7,219.27,58.55
2023-12-10,East,Furniture,1,146.19,-7.69
2023-12-10,West,Technology,9,173.58,25.99
2023-12-10,East,Office Supplies,7,440.78,61.42
2023-12-10,Central,Technology,5,127.63,32.06
2023-12-11,South,Office Supplies,3,52.37,-0.36
2023-12-12,East,Office Supplies,3,327.92,108.69
2023-12-12,East,Furniture,9,545.8,-21.09
2023-12-12,Central,Office Supplies,8,121.96,21.93
2023-12-12,West,Technology,2,145.56,7.71
2023-12-12,Central,Office Supplies,5,19.98,-1.71
2023-12-12,South,Office Supplies,2,32.38,6.38
2023-12-12,West,Office Supplies,7,413.79,105.96
2023-12-13,Central,Office Supplies,7,347.21,86.9
2023-12-14,West,Office Supplies,7,361.87,44.45
2023-12-14,West,Office Supplies,7,126.84,26.13
2023-12-14,West,Furniture,9,163.97,11.91
2023-12-14,Central,Office Supplies,8,322.68,110.11
2023-12-15,South,Furniture,7,689.26,239.74
2023-12-15,East,Office Supplies,2,168.49,38.54
2023-12-15,South,Office Supplies,8,208.55,2.24
2023-12-15,West,Furniture,1,525.88,104.06
2023-12-15,East,Furniture,2,153.43,26.35
2023-12-15,Central,Office Supplies,8,138.49,13.86
2023-12-15,West,Office Supplies,9,145.99,17.72
2023-12-16,South,Technology,2,65.11,11.59
2023-12-16,Central,Furniture,4,465.62,76.35
2023-12-16,Central,Furniture,3,244.79,65.91
2023-12-16,South,Office Supplies,3,452.85,96.08
2023-12-18,West,Office Supplies,1,226.27,12.06
2023-12-19,West,Office Supplies,5,414.99,30.96
2023-12-19,East,Office Supplies,7,92.46,27.8
2023-12-20,West,Furniture,2,20.27,1.22
2023-12-22,Central,Office Supplies,6,7.5,1.81
2023-12-22,West,Furniture,8,165.18,54.44
2023-12-22,East,Office Supplies,2,144.49,-2.14
2023-12-22,East,Technology,7,225.6,-22.5
2023-12-22,East,Office Supplies,9,134.32,30.93
2023-12-23,West,Furniture,9,170.92,45.99
2023-12-23,East,Office Supplies,1,77.92,16.78
2023-12-24,Central,Furniture,2,142.06,7.64
2023-12-25,West,Technology,1,161.07,47.17
2023-12-25,West,Technology,4,283.75,82.3
2023-12-25,East,Technology,4,65.8,15.1
2023-12-25,East,Office Supplies,2,88.14,0.1
2023-12-26,West,Technology,8,308.49,7.48
2023-12-26,Central,Office Supplies,3,121.11,-8.78
2023-12-26,South,Office Supplies,6,346.6,-4.98
2023-12-27,West,Office Supplies,2,309.6,71.47
2023-12-27,South,Technology,9,536.41,56.17
2023-12-27,Central,Furniture,3,61.33,19.43
2023-12-29,West,Office Supplies,4,114.37,-8.54
2023-12-29,Central,Furniture,6,215.93,29.93
2023-12-29,East,Technology,2,60.22,4.65
2023-12-29,Central,Office Supplies,9,133.35,20.37
2023-12-29,West,Furniture,9,444.09,60.66
2023-12-30,West,Furniture,9,90.45,23.6
2023-12-30,West,Office Supplies,2,203.29,-17.4
2023-12-30,West,Technology,7,56.15,2.26
2023-12-31,West,Furniture,5,302.35,32.49
2023-12-31,South,Furniture,1,128.86,-0.41
2023-12-31,South,Office Supplies,1,170.95,43.94
2023-12-31,South,Furniture,7,414.85,97.15
2023-12-31,West,Technology,9,34.16,5.96
2024-01-01,Central,Office Supplies,5,77.02,0.26
2024-01-01,Central,Technology,3,315.51,74.01
2024-01-02,West,Office Supplies,3,140.8,47.87
2024-01-02,West,Furniture,9,90.8,5.22
2024-01-02,West,Furniture,5,124.0,17.76
2024-01-04,South,Furniture,2,329.37,59.69
2024-01-04,West,Office Supplies,4,188.76,-9.47
2024-01-04,West,Furniture,5,494.25,63.29
2024-01-05,West,Office Supplies,5,113.3,17.07
2024-01-05,Central,Office Supplies,9,333.83,11.6
2024-01-06,East,Office Supplies,9,232.66,-11.37
2024-01-06,East,Technology,8,52.1,13.32
2024-01-06,Central,Office Supplies,6,318.7,-17.58
2024-01-06,Central,Office Supplies,5,270.55,61.38
2024-01-07,East,Technology,4,156.14,14.77
2024-01-08,South,Furniture,9,563.04,35.01
2024-01-08,East,Technology,5,271.99,6.16
2024-01-08,East,Office Supplies,2,416.68,54.6
2024-01-08,West,Office Supplies,3,195.28,35.49
2024-01-09,West,Office Supplies,9,21.32,-1.47
2024-01-09,East,Technology,4,232.26,32.09
2024-01-09,South,Technology,5,385.75,12.9
2024-01-09,West,Furniture,7,113.99,4.12
2024-01-10,West,Technology,4,69.95,14.73
2024-01-10,West,Furniture,1,121.02,34.76
2024-01-11,Central,Office Supplies,3,57.49,0.6
2024-01-11,Central,Furniture,3,315.06,14.78
2024-01-11,East,Technology,5,248.61,1.97
2024-01-12,Central,Furniture,3,194.91,26.63
2024-01-12,West,Furniture,3,268.7,61.42
2024-01-12,Central,Office Supplies,8,231.05,-9.99
2024-01-13,Central,Office Supplies,2,170.54,34.58
2024-01-13,West,Office Supplies,8,63.76,-2.92
2024-01-13,West,Office Supplies,9,396.7,118.45
2024-01-14,West,Office Supplies,8,594.43,141.54
2024-01-14,East,Office Supplies,1,547.18,17.05
2024-01-15,East,Furniture,6,328.7,76.19
2024-01-15,East,Office Supplies,4,114.73,17.7
2024-01-15,West,Office Supplies,7,126.4,9.22
2024-01-15,East,Technology,5,559.67,-29.87
2024-01-16,East,Technology,4,418.23,9.82
2024-01-16,South,Furniture,3,12.16,2.96
2024-01-16,Central,Office Supplies,4,180.06,58.01
2024-01-17,West,Office Supplies,3,121.06,0.32
2024-01-17,West,Office Supplies,4,196.65,58.79
2024-01-18,Central,Technology,2,24.51,3.27
2024-01-19,West,Office Supplies,2,293.87,41.08
2024-01-20,West,Furniture,4,252.39,49.67
2024-01-20,West,Technology,3,124.79,38.31
2024-01-20,Central,Office Supplies,3,150.06,0.65
2024-01-21,West,Office Supplies,2,89.25,2.82
2024-01-21,East,Office Supplies,2,242.37,-18.79
2024-01-21,West,Technology,4,99.06,25.32
2024-01-21,West,Office Supplies,4,130.73,39.52
2024-01-21,West,Technology,3,298.77,-8.88
2024-01-21,East,Technology,2,51.53,3.09
2024-01-21,West,Office Supplies,1,136.91,46.53
2024-01-22,Central,Technology,9,209.24,-11.54
2024-01-22,Central,Technology,1,120.07,27.35
2024-01-22,East,Technology,6,523.49,132.88
2024-01-22,West,Office Supplies,9,70.02,5.22
2024-01-23,West,Office Supplies,6,204.59,-19.9
2024-01-23,East,Furniture,8,77.74,20.84
2024-01-24,West,Technology,4,241.46,6.33
2024-01-24,South,Office Supplies,4,128.24,41.18
2024-01-25,East,Furniture,4,697.45,138.36
2024-01-25,Central,Office Supplies,3,158.41,38.19
2024-01-25,East,Technology,9,499.07,43.33
2024-01-26,Central,Technology,7,798.9,58.5
2024-01-26,South,Office Supplies,8,44.49,0.92
2024-01-26,West,Technology,2,260.29,-10.95
2024-01-27,West,Technology,6,245.21,58.24
2024-01-27,East,Furniture,6,214.76,67.04
2024-01-27,West,Office Supplies,7,456.75,63.98
2024-01-27,Central,Technology,7,342.67,56.3
